SystemFullName
@10|A20|A10|A20|A10|A30|B40
@30|Z10|FOR|M00|A50|A10|A10|A10|A10
@30|Z10|FOR|M00|A50|A10|A10|A10|A20
@30|Z10|FOR|M00|A50|A10|A10|A10|A30
@30|Z10|FOR|M00|A50|A10|A10|A10|A40
@30|Z10|FOR|M00|A50|A10|A10|A10|A50
@30|Z10|FOR|M00|A50|A10|A10|A10|A60
@30|Z10|FOR|M00|A50|A10|A10|A10|A70
@30|Z10|FOR|M00|A50|A10|A10|A10|A80
@30|Z10|FOR|M00|A50|A10|A10|A10|A90
@30|Z10|FOR|M00|A50|A10|A10|A10|B10
@30|Z10|FOR|M00|A50|A10|A10|A10|B20
@30|Z10|FOR|M00|A50|A10|A10|A10|B30
@30|Z10|FOR|M00|A50|A10|A10|A10|B70
@30|Z10|FOR|M00|A50|A10|A10|A10|B80
@30|Z10|FOR|M00|A50|A10|A10|A10|B90
@30|Z10|FOR|M00|A50|A10|A10|A10|C10
@30|Z10|FOR|M00|A50|A10|A10|A10|C20
@30|Z10|FOR|M00|A50|A10|A10|A10|C30
@30|Z10|FOR|M00|A50|A10|A10|A10|C40
@30|Z10|FOR|M00|A50|A10|A10|A10|C50
@30|Z10|FOR|M00|A50|A10|A10|A20|A10
@30|Z10|FOR|M00|A50|A10|A10|A20|A20
@30|Z10|FOR|M00|A50|A10|A10|A20|A30
@30|Z10|FOR|M00|A50|A10|A10|A20|A40
@30|Z10|FOR|M00|A50|A10|A10|A20|A50
@30|Z10|FOR|M00|A50|A10|A10|A20|A60
@30|Z10|FOR|M00|A50|A10|A10|A20|A70
@30|Z10|FOR|M00|A50|A10|A10|A20|A80
@30|Z10|FOR|M00|A50|A10|A10|A20|A90
@30|Z10|FOR|M00|A50|A10|A10|A20|B10
@30|Z10|FOR|M00|A50|A10|A10|A30|A10
@30|Z10|FOR|M00|A50|A10|A10|A30|A20
@30|Z10|FOR|M00|A50|A10|A10|A30|A30
@30|Z10|FOR|M00|A50|A10|A10|A30|A40
@30|Z10|FOR|M00|A50|A10|A10|A30|A50
@30|Z10|FOR|M00|A50|A10|A10|A30|A60
@30|Z10|FOR|M00|A50|A10|A10|A30|A70
@30|Z10|FOR|M00|A50|A10|A10|A30|A80
@30|Z10|FOR|M00|A50|A10|A10|A30|A90
@30|Z10|FOR|M00|A50|A10|A10|A30|B10
@30|Z10|FOR|M00|A50|A10|A10|A30|B20
@30|Z10|FOR|M00|A50|A10|A10|A30|B30
@30|Z10|FOR|M00|A50|A10|A10|A30|B40
@30|Z10|FOR|M00|A50|A10|A10|A30|B50
@30|Z10|FOR|M00|A50|A10|A10|A30|B60
@30|Z10|FOR|M00|A50|A10|A10|A30|B70
@30|Z10|FOR|M00|A50|A10|A10|A30|B80
@30|Z10|FOR|M00|A50|A10|A10|A30|B90
@30|Z10|FOR|M00|A50|A10|A10|A30|C10
@30|Z10|FOR|M00|A50|A10|A10|A30|C20
@30|Z10|FOR|M00|A50|A10|A10|A30|C30
@30|Z10|FOR|M00|A50|A10|A10|A40|A10
@30|Z10|FOR|M00|A50|A10|A10|A40|A20
@30|Z10|FOR|M00|A50|A10|A10|A40|A30
@30|Z10|FOR|M00|A50|A10|A10|A40|A40
@30|Z10|FOR|M00|A50|A10|A10|A40|A50
@30|Z10|FOR|M00|A50|A10|A10|A40|A60
@30|Z10|FOR|M00|A50|A10|A10|A40|A70
@30|Z10|FOR|M00|A50|A10|A10|A40|A80
@30|Z10|FOR|M00|A50|A10|A10|A40|A90
@30|Z10|FOR|M00|A50|A10|A10|A40|B10
@30|Z10|FOR|M00|A50|A10|A10|A40|B20
@30|Z10|FOR|M00|A50|A10|A10|A50|A10
@30|Z10|FOR|M00|A50|A10|A10|A50|A20
@30|Z10|FOR|M00|A50|A10|A10|A50|A30
@30|Z10|FOR|M00|A50|A10|A10|A50|A40
@30|Z10|FOR|M00|A50|A10|A10|A50|A50
@30|Z10|FOR|M00|A50|A10|A10|A50|A60
@30|Z10|FOR|M00|A50|A10|A10|A50|A70
@30|Z10|FOR|M00|A50|A10|A10|A50|A80
@30|Z10|FOR|M00|A50|A10|A10|A50|A90
@30|Z10|FOR|M00|A50|A10|A10|A50|B10
@30|Z10|FOR|M00|A50|A10|A10|A50|B20
@30|Z10|FOR|M00|A50|A10|A10|A50|B30
@30|Z10|FOR|M00|A50|A10|A10|A50|B40
@30|Z10|FOR|M00|A50|A10|A10|A50|B50
@30|Z10|FOR|M00|A50|A10|A10|A50|B60
@30|Z10|FOR|M00|A50|A10|A10|A50|B70
@30|Z10|FOR|M00|A50|A10|A10|A50|B80
@30|Z10|FOR|M00|A50|A10|A10|A50|B90
@30|Z10|FOR|M00|A50|A10|A10|A60|A10
@30|Z10|FOR|M00|A50|A10|A10|A60|A20
@30|Z10|FOR|M00|A50|A10|A10|A60|A30
@30|Z10|FOR|M00|A50|A10|A10|A60|A40
@30|Z10|FOR|M00|A50|A10|A10|A60|A50
@30|Z10|FOR|M00|A50|A10|A10|A60|A60
@30|Z10|FOR|M00|A50|A10|A10|A60|A70
@30|Z10|FOR|M00|A50|A10|A10|A60|A80
@30|Z10|FOR|M00|A50|A10|A10|A60|A90
@30|Z10|FOR|M00|A50|A10|A10|A60|B10
@30|Z10|FOR|M00|A50|A10|A10|A60|B20
@30|Z10|FOR|M00|A50|A10|A10|A60|B30
@30|Z10|FOR|M00|A50|A10|A10|A60|B40
@30|Z10|FOR|M00|A50|A10|A10|A60|B50
@30|Z10|FOR|M00|A50|A10|A10|A60|B60
@30|Z10|FOR|M00|A50|A10|A10|A60|B70
@30|Z10|FOR|M00|A50|A10|A10|A60|B80
@30|Z10|FOR|M00|A50|A10|A10|A60|B90
@30|Z10|FOR|M00|A50|A10|A10|A60|C10
@30|Z10|FOR|M00|A50|A10|A10|A60|C20
@30|Z10|FOR|M00|A50|A10|A10|A60|C30
@30|Z10|FOR|M00|A50|A10|A10|A60|C40
@30|Z10|FOR|M00|A50|A10|A10|A60|C50
@30|Z10|FOR|M00|A50|A10|A10|A60|C60
@30|Z10|FOR|M00|A50|A10|A10|A70|A10
@30|Z10|FOR|M00|A50|A10|A10|A70|A20
@30|Z10|FOR|M00|A50|A10|A10|A70|A30
@30|Z10|FOR|M00|A50|A10|A10|A70|A40
@30|Z10|FOR|M00|A50|A10|A10|A70|A50
@30|Z10|FOR|M00|A50|A10|A10|A70|A60
@30|Z10|FOR|M00|A50|A10|A10|A70|A70
@30|Z10|FOR|M00|A50|A10|A10|A70|A80
@30|Z10|FOR|M00|A50|A10|A10|A70|A90
@30|Z10|FOR|M00|A50|A10|A10|A80|A10
@30|Z10|FOR|M00|A50|A10|A10|A80|A20
@30|Z10|FOR|M00|A50|A10|A10|A80|A30
@30|Z10|FOR|M00|A50|A10|A10|A80|A40
@30|Z10|FOR|M00|A50|A10|A10|A80|A50
@30|Z10|FOR|M00|A50|A10|A10|A80|A60
@30|Z10|FOR|M00|A50|A10|A10|A80|A70
@30|Z10|FOR|M00|A50|A10|A10|A80|A80
@30|Z10|FOR|M00|A50|A10|A10|A80|A90
@30|Z10|FOR|M00|A50|A10|A10|A80|B10
@30|Z10|FOR|M00|A50|A10|A10|A80|B20
@30|Z10|FOR|M00|A50|A10|A10|A80|B30
@30|Z10|FOR|M00|A50|A10|A10|A80|B40
@30|Z10|FOR|M00|A50|A10|A10|A80|B50
@30|Z10|FOR|M00|A50|A10|A10|A80|B60
@30|Z10|FOR|M00|A50|A10|A10|A80|B70
@30|Z10|FOR|M00|A50|A10|A10|A90|A10
@30|Z10|FOR|M00|A50|A10|A10|A90|A20
@30|Z10|FOR|M00|A50|A10|A10|A90|A30
@30|Z10|FOR|M00|A50|A10|A10|A90|A40
@30|Z10|FOR|M00|A50|A10|A10|A90|A50
@30|Z10|FOR|M00|A50|A10|A10|A90|A60
@30|Z10|FOR|M00|A50|A10|A10|A90|A70
@30|Z10|FOR|M00|A50|A10|A10|A90|A80
@30|Z10|FOR|M00|A50|A10|A10|B10|A10
@30|Z10|FOR|M00|A50|A10|A10|B10|A20
@30|Z10|FOR|M00|A50|A10|A10|B10|A30
@30|Z10|FOR|M00|A50|A10|A10|B10|A40
@30|Z10|FOR|M00|A50|A10|A10|B10|A50
@30|Z10|FOR|M00|A50|A10|A10|B10|A60
@30|Z10|FOR|M00|A50|A10|A10|B10|A70
@30|Z10|FOR|M00|A50|A10|A10|B10|A80
@30|Z10|FOR|M00|A50|A10|A10|B15|A10
@30|Z10|FOR|M00|A50|A10|A10|B15|A20
@30|Z10|FOR|M00|A50|A10|A10|B15|A30
@30|Z10|FOR|M00|A50|A10|A10|B15|A40
@30|Z10|FOR|M00|A50|A10|A10|B15|A50
@30|Z10|FOR|M00|A50|A10|A10|B15|A60
@30|Z10|FOR|M00|A50|A10|A10|B15|A70
@30|Z10|FOR|M00|A50|A10|A10|B15|A80
@30|Z10|FOR|M00|A50|A10|A10|B20|A10
@30|Z10|FOR|M00|A50|A10|A10|B20|A20
@30|Z10|FOR|M00|A50|A10|A10|B20|A30
@30|Z10|FOR|M00|A50|A10|A10|B20|A40
@30|Z10|FOR|M00|A50|A10|A10|B20|A50
@30|Z10|FOR|M00|A50|A10|A10|B20|A60
@30|Z10|FOR|M00|A50|A10|A10|B20|A70
@30|Z10|FOR|M00|A50|A10|A10|B20|A80
@30|Z10|FOR|M00|A50|A10|A10|B20|A90
@30|Z10|FOR|M00|A50|A10|A10|B20|B10
@30|Z10|FOR|M00|A50|A10|A10|B30|A10
@30|Z10|FOR|M00|A50|A10|A10|B30|A20
@30|Z10|FOR|M00|A50|A10|A10|B30|A20|MR
@30|Z10|FOR|M00|A50|A10|A10|B30|A30
@30|Z10|FOR|M00|A50|A10|A10|B40|A10
@30|Z10|FOR|M00|A50|A10|A10|B40|A20
@30|Z10|FOR|M00|A50|A10|A10|B40|A30
@30|Z10|FOR|M00|A50|A10|A10|B40|A40
@30|Z10|FOR|M00|A50|A10|A10|B40|A50
@30|Z10|FOR|M00|A50|A10|A20|A10|A10
@30|Z10|FOR|M00|A50|A10|A20|A10|A20
@30|Z10|FOR|M00|A50|A10|A20|A10|A30
@30|Z10|FOR|M00|A50|A10|A20|A10|A40
@30|Z10|FOR|M00|A50|A10|A20|A10|A50
@30|Z10|FOR|M00|A50|A10|A20|A10|A60
@30|Z10|FOR|M00|A50|A10|A20|A10|A70
@30|Z10|FOR|M00|A50|A10|A20|A10|A80
@30|Z10|FOR|M00|A50|A10|A20|A10|A90
@30|Z10|FOR|M00|A50|A10|A20|A10|B10
@30|Z10|FOR|M00|A50|A10|A20|A10|B20
@30|Z10|FOR|M00|A50|A10|A20|A20|A10
@30|Z10|FOR|M00|A50|A10|A20|A20|A20
@30|Z10|FOR|M00|A50|A10|A20|A20|A30
@30|Z10|FOR|M00|A50|A10|A20|A20|A40
@30|Z10|FOR|M00|A50|A10|A20|A20|A50
@30|Z10|FOR|M00|A50|A10|A20|A20|A60
@30|Z10|FOR|M00|A50|A10|A20|A20|A70
@30|Z10|FOR|M00|A50|A10|A20|A20|A80
@30|Z10|FOR|M00|A50|A10|A20|A20|A90
@30|Z10|FOR|M00|A50|A10|A20|A20|B10
@30|Z10|FOR|M00|A50|A10|A20|A20|B20
@30|Z10|FOR|M00|A50|A10|A20|A20|B30
@30|Z10|FOR|M00|A50|A10|A20|A20|B40
@30|Z10|FOR|M00|A50|A10|A20|A20|C10
@30|Z10|FOR|M00|A50|A10|A20|A20|C20
@30|Z10|FOR|M00|A50|A10|A20|A20|C30
@30|Z10|FOR|M00|A50|A10|A20|A20|C40
@30|Z10|FOR|M00|A50|A10|A20|A20|C60
@30|Z10|FOR|M00|A50|A10|A20|A20|C70
@30|Z10|FOR|M00|A50|A10|A20|A20|C90
@30|Z10|FOR|M00|A50|A10|A20|A20|D10
@30|Z10|FOR|M00|A50|A10|A20|A20|D20
@30|Z10|FOR|M00|A50|A10|A20|A20|D30
@30|Z10|FOR|M00|A50|A10|A20|A30|A10
@30|Z10|FOR|M00|A50|A10|A20|A30|A20
@30|Z10|FOR|M00|A50|A10|A20|A30|A30
@30|Z10|FOR|M00|A50|A10|A20|A40|A10
@30|Z10|FOR|M00|A50|A10|A20|A40|A20
@30|Z10|FOR|M00|A50|A10|A20|A40|A30
@30|Z10|FOR|M00|A50|A10|A20|A40|A40
@30|Z10|FOR|M00|A50|A10|A20|A50|A10
@30|Z10|FOR|M00|A50|A10|A20|A50|A20
@30|Z10|FOR|M00|A50|A10|A20|A50|A30
@30|Z10|FOR|M00|A50|A10|A20|A60|A10
@30|Z10|FOR|M00|A50|A10|A20|A60|A20
@30|Z10|FOR|M00|A50|A10|A20|A60|A30
@30|Z10|FOR|M00|A50|A10|A20|A60|A40
@30|Z10|FOR|M00|A50|A10|A20|A60|A50
@30|Z10|FOR|M00|A50|A10|A20|A60|A60
@30|Z10|FOR|M00|A50|A10|A20|A60|A70
@30|Z10|FOR|M00|A50|A10|A20|A60|A80
@30|Z10|FOR|M00|A50|A10|A20|A60|A90
@30|Z10|FOR|M00|A50|A10|A20|A60|B10
@30|Z10|FOR|M00|A50|A10|A20|A60|B20
@30|Z10|FOR|M00|A50|A10|A20|A60|B30
@30|Z10|FOR|M00|A50|A10|A20|A60|B40
@30|Z10|FOR|M00|A50|A10|A20|A60|B50
@30|Z10|FOR|M00|A50|A10|A20|A60|B60
@30|Z10|FOR|M00|A50|A10|A20|A60|B70
@30|Z10|FOR|M00|A50|A10|A20|A70|A10
@30|Z10|FOR|M00|A50|A10|A20|A70|A20
@30|Z10|FOR|M00|A50|A10|A20|A70|A30
@30|Z10|FOR|M00|A50|A10|A20|A70|A40
@30|Z10|FOR|M00|A50|A10|A20|A70|A50
@30|Z10|FOR|M00|A50|A10|A20|A70|A60
@30|Z10|FOR|M00|A50|A10|A20|A70|A70
@30|Z10|FOR|M00|A50|A10|A20|A70|A80
@30|Z10|FOR|M00|A50|A10|A20|A70|A90
@30|Z10|FOR|M00|A50|A10|A20|A70|B20
@30|Z10|FOR|M00|A50|A10|A20|A70|B30
@30|Z10|FOR|M00|A50|A10|A20|A70|B50
@30|Z10|FOR|M00|A50|A10|A20|A70|B60
@30|Z10|FOR|M00|A50|A10|A20|A70|C10
@30|Z10|FOR|M00|A50|A10|A20|A70|C20
@30|Z10|FOR|M00|A50|A10|A20|A70|C30
@30|Z10|FOR|M00|A50|A10|A20|A70|C40
@30|Z10|FOR|M00|A50|A10|A20|A70|C50
@30|Z10|FOR|M00|A50|A10|A20|A80|A10
@30|Z10|FOR|M00|A50|A10|A20|A80|A20
@30|Z10|FOR|M00|A50|A10|A20|A80|A30
@30|Z10|FOR|M00|A50|A10|A20|A80|A40
@30|Z10|FOR|M00|A50|A10|A20|A80|A50
@30|Z10|FOR|M00|A50|A10|A20|A80|A60
@30|Z10|FOR|M00|A50|A10|A20|A80|A70
@30|Z10|FOR|M00|A50|A10|A20|A80|A80
@30|Z10|FOR|M00|A50|A10|A20|A80|A90
@30|Z10|FOR|M00|A50|A10|A20|A80|B10
@30|Z10|FOR|M00|A50|A10|A20|A80|B20
@30|Z10|FOR|M00|A50|A10|A20|A80|B30
@30|Z10|FOR|M00|A50|A10|A30|A10|A10|A10|A10
@30|Z10|FOR|M00|A50|A10|A30|A10|A10|A10|A20
@30|Z10|FOR|M00|A50|A10|A30|A10|A10|A10|A30
@30|Z10|FOR|M00|A50|A10|A30|A10|A10|A10|A40
@30|Z10|FOR|M00|A50|A10|A30|A10|A10|A10|A50
@30|Z10|FOR|M00|A50|A10|A30|A10|A10|A10|A60
@30|Z10|FOR|M00|A50|A10|A30|A10|A10|A10|A70
@30|Z10|FOR|M00|A50|A10|A30|A10|A10|A10|A80
@30|Z10|FOR|M00|A50|A10|A30|A10|A10|A10|A90
@30|Z10|FOR|M00|A50|A10|A30|A10|A10|A10|B10
@30|Z10|FOR|M00|A50|A10|A30|A10|A10|A10|B20
@30|Z10|FOR|M00|A50|A10|A30|A10|A10|A10|B30
@30|Z10|FOR|M00|A50|A10|A30|A10|A10|A10|B40
@30|Z10|FOR|M00|A50|A10|A30|A10|A10|A10|B50
